complaint_id,predicted_city_1,confidence_1,predicted_city_2,confidence_2,predicted_city_3,confidence_3,hotspot_lat,hotspot_lon,hotspot_confidence
CMP00490,Patna,19.23,Jaipur,15.38,Delhi,13.46,25.627028;25.541054;25.626525,85.134648;85.122404;85.137028,6.25;9.95;3.03
CMP00491,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.965627;12.961806;13.011984;13.002029,77.585429;77.57154;77.586542;77.632633,1.83;0.85;5.57;7.82
CMP00496,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.824107;26.817224;26.835085;26.853782,80.954309;80.975892;80.951229;80.939727,0.89;3.76;1.30;7.90
CMP00501,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.798297;26.872417;26.86479;26.816398;26.853517,80.949346;80.913281;80.962887;80.967056;80.96246,0.77;5.44;0.98;3.09;3.57
CMP00502,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.079521;19.082323;19.071312;19.070453,72.905215;72.876114;72.854136;72.888242,7.65;1.09;5.51;5.75
CMP00505,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.052614;19.062601;19.085182;19.070413;19.075515,72.90485;72.897901;72.923655;72.868967;72.870121,5.04;0.89;6.23;3.62;4.22
CMP00507,Patna,19.23,Jaipur,15.38,Delhi,13.46,25.617858;25.591489;25.595851;25.570916,85.180365;85.133379;85.166647;85.143559,3.48;8.86;3.43;3.46
CMP00513,Ahmedabad,16.67,Bengaluru,15.0,Jaipur,13.33,23.038832;22.977249;23.059351;23.044645;23.07513,72.638588;72.554202;72.5626;72.57715;72.543574,0.22;5.35;2.46;3.93;4.71
CMP00514,Patna,19.23,Jaipur,15.38,Delhi,13.46,25.595986;25.587948;25.648374,85.097551;85.116519;85.133203,6.18;5.55;7.50
CMP00515,Patna,17.39,Mumbai,13.04,Pune,13.04,25.591462;25.58311;25.588595;25.605401;25.571742,85.132991;85.082406;85.085904;85.106598;85.120865,7.47;2.28;3.38;1.75;2.51
CMP00522,Patna,19.23,Jaipur,15.38,Delhi,13.46,25.58637;25.602079;25.547221;25.590097;25.59943,85.118796;85.171111;85.140476;85.154384;85.118801,13.64;0.10;0.14;4.64;0.71
CMP00523,Ahmedabad,16.67,Bengaluru,15.0,Jaipur,13.33,23.022036;23.012522;22.988057,72.598304;72.555078;72.52495,1.61;5.64;9.42
CMP00527,Patna,17.39,Mumbai,13.04,Pune,13.04,25.582023;25.634406;25.587387;25.540305;25.588822,85.14127;85.160021;85.11532;85.119621;85.112921,1.68;7.57;3.98;2.98;1.18
CMP00531,Lucknow,19.3,Kolkata,12.28,Jaipur,12.28,26.87736;26.876104;26.851868;26.856238;26.848159,80.975127;80.90285;80.965173;80.962115;80.92758,5.56;0.29;0.33;1.75;11.37
CMP00537,Patna,17.39,Mumbai,13.04,Pune,13.04,25.661053;25.545115;25.615487;25.605874,85.125459;85.155916;85.169783;85.15874,2.51;0.19;8.97;5.72
CMP00543,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.881512;26.853917;26.843342;26.866537;26.879309,80.939949;80.952708;80.96647;80.902487;80.904638,1.98;3.94;1.14;1.29;5.50
CMP00545,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.819057;26.838999;26.879458;26.832646,80.940827;80.965692;80.981092;80.940969,5.57;5.31;2.14;0.83
CMP00546,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.930878;13.018885;12.970451,77.626412;77.583048;77.565933,4.17;2.95;8.95
CMP00547,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.048546;19.030905;19.073664;19.081989,72.868655;72.868825;72.883425;72.900298,0.12;3.10;14.64;2.14
CMP00554,Lucknow,19.3,Kolkata,12.28,Jaipur,12.28,26.808208;26.859924;26.851283;26.88602,80.909043;80.895226;80.916693;80.952461,3.57;8.42;0.69;6.62
CMP00560,Patna,17.39,Mumbai,13.04,Pune,13.04,25.574405;25.589896;25.544618,85.122079;85.125798;85.156298,11.41;3.69;2.29
CMP00574,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.908343;12.999124;12.940861;12.959967,77.58745;77.643559;77.607017;77.591951,5.39;0.93;3.64;6.11
CMP00576,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.620547;28.604856;28.597263,77.253228;77.216003;77.230829,6.26;7.60;2.50
CMP00581,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.999751;12.927274;12.948957;12.956708;12.918208,77.593315;77.626148;77.578256;77.628961;77.673044,3.46;4.76;0.27;1.03;6.55
CMP00585,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.857067;26.875845;26.843319;26.905031;26.895627,80.983498;80.941089;80.971289;80.951007;80.940165,1.31;3.05;6.01;0.80;2.68
CMP00586,Ahmedabad,16.67,Bengaluru,15.0,Jaipur,13.33,23.051135;23.000141;23.00911;23.035376,72.558111;72.554301;72.592815;72.589291,7.22;6.64;0.81;2.00
CMP00593,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.622686;28.613237;28.609823;28.597021;28.59409,77.235754;77.186953;77.190377;77.205387;77.201301,0.45;4.13;4.32;3.17;4.29
CMP00598,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.847455;26.835118;26.883076,80.961415;80.940714;80.946277,4.89;8.73;0.23
CMP00599,Patna,17.39,Mumbai,13.04,Pune,13.04,25.574871;25.614837;25.587487;25.609985;25.595598,85.114102;85.132754;85.087503;85.106619;85.144534,9.62;0.40;0.59;4.04;2.74
CMP00600,Lucknow,19.3,Kolkata,12.28,Jaipur,12.28,26.846899;26.901387;26.830477,80.971293;80.913941;80.950927,5.28;12.45;1.57
CMP00602,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,23.049005;23.03231;23.021861;23.005132;23.009398,72.640392;72.558676;72.527173;72.561168;72.575209,2.76;0.67;3.01;4.16;3.92
CMP00604,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,23.014303;23.043127;23.006047;22.988853,72.57528;72.549722;72.563807;72.550919,8.09;2.24;0.00;4.19
CMP00605,Patna,19.23,Jaipur,15.38,Delhi,13.46,25.588443;25.592461;25.633319;25.607156;25.598888,85.156501;85.187142;85.104398;85.11719;85.139309,5.41;1.10;4.55;6.51;1.66
CMP00606,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.629294;28.610414;28.613913;28.577804;28.600137,77.239097;77.197745;77.22403;77.151595;77.178482,3.83;8.05;3.24;0.95;0.29
CMP00619,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.066083;19.066735;19.069175;19.100274;19.05745,72.889763;72.930295;72.886828;72.917756;72.867251,2.18;0.25;6.88;2.54;8.15
CMP00624,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,22.992765;22.999984;23.014285,72.612467;72.58736;72.58648,5.52;7.02;1.98
CMP00626,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.928004;12.933467;12.966149,77.597575;77.566255;77.52863,11.58;1.51;2.98
CMP00627,Patna,17.39,Mumbai,13.04,Pune,13.04,25.607552;25.644548;25.62044;25.597119,85.136558;85.143008;85.119513;85.176289,4.12;6.01;7.18;0.08
CMP00632,Bengaluru,14.29,Jaipur,14.29,Mumbai,12.5,12.988422;12.962749;12.974146,77.609395;77.58026;77.633326,13.73;0.49;0.07
CMP00635,Patna,19.23,Jaipur,15.38,Delhi,13.46,25.610855;25.537263;25.584204;25.575522;25.635887,85.154524;85.114193;85.133109;85.117675;85.134911,3.59;3.90;0.01;2.99;8.74
CMP00641,Patna,19.23,Jaipur,15.38,Delhi,13.46,25.594622;25.562596;25.58472;25.626141;25.566314,85.143368;85.122191;85.129657;85.151542;85.143763,1.49;0.14;7.36;6.65;3.59
CMP00644,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.94235;12.987563;12.965026,77.615814;77.588681;77.548707,8.45;5.13;2.49
CMP00648,Patna,17.39,Mumbai,13.04,Pune,13.04,25.573221;25.553908;25.64469;25.589349;25.58959,85.189838;85.142219;85.13777;85.128664;85.171921,10.47;5.83;0.30;0.76;0.03
CMP00651,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.040401;19.065269;19.036047;19.126608,72.871034;72.892414;72.889254;72.843621,9.99;7.16;0.57;2.28
CMP00653,Bengaluru,14.29,Jaipur,14.29,Mumbai,12.5,12.982247;12.955563;13.016709;12.989594,77.595079;77.606797;77.589827;77.562268,0.21;2.66;10.84;0.58
CMP00654,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.613741;28.629362;28.629616,77.248056;77.203813;77.177265,8.52;1.38;6.46
CMP00661,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.064249;19.065082;19.128493,72.884347;72.876047;72.871524,1.99;3.08;14.93
CMP00662,Patna,17.39,Mumbai,13.04,Pune,13.04,25.577866;25.62959;25.547437;25.576984,85.170633;85.122589;85.162788;85.157366,0.63;1.70;2.52;12.54
CMP00665,Bengaluru,14.29,Jaipur,14.29,Mumbai,12.5,12.971957;12.961424;12.974247;13.021011,77.570752;77.611758;77.60921;77.555494,4.53;2.42;5.83;1.51
CMP00666,Lucknow,19.3,Kolkata,12.28,Jaipur,12.28,26.866182;26.881976;26.837678,80.938936;80.936065;80.859414,5.66;11.06;2.58
CMP00669,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.868872;26.781595;26.857618,80.935681;80.951174;80.956307,2.39;9.32;2.14
CMP00671,Patna,19.23,Jaipur,15.38,Delhi,13.46,25.570296;25.596837;25.579778,85.148166;85.163913;85.095935,2.54;7.43;9.26
CMP00672,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.954707;12.944419;12.988584;12.988258;12.928455,77.595454;77.567454;77.56588;77.606165;77.577661,0.28;1.02;10.77;0.00;4.00
CMP00674,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.064493;19.112493;19.061039,72.849313;72.834697;72.883414,2.36;7.47;10.17
CMP00676,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.08646;19.092261;19.102299,72.91274;72.840123;72.852748,7.13;11.21;1.66
CMP00690,Bengaluru,14.29,Jaipur,14.29,Mumbai,12.5,12.998649;12.992002;12.998787;12.961034;12.958201,77.619488;77.592745;77.617704;77.611515;77.608101,5.94;0.45;3.01;2.97;1.92
CMP00693,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.873155;26.86254;26.786918;26.858055,80.969639;80.948399;80.944328;80.932832,0.89;0.86;8.04;4.06
CMP00695,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,22.984553;23.04476;23.035017,72.562474;72.58578;72.572644,10.48;3.83;0.21
CMP00700,Patna,17.39,Mumbai,13.04,Pune,13.04,25.600191;25.56919;25.566171;25.603514;25.577865,85.172269;85.130603;85.112298;85.157846;85.156902,0.22;2.91;5.24;8.21;0.81
CMP00703,Bengaluru,14.29,Jaipur,14.29,Mumbai,12.5,12.962368;12.927194;12.945866,77.598185;77.604816;77.560783,3.87;3.35;7.07
CMP00704,Ahmedabad,16.67,Bengaluru,15.0,Jaipur,13.33,23.00537;23.004909;23.067834,72.567611;72.594699;72.554964,6.00;2.51;8.16
CMP00707,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.103935;19.067006;19.065663;19.051906;19.084595,72.913912;72.844549;72.884207;72.853771;72.876484,1.67;0.24;1.93;11.93;4.23
CMP00708,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,23.01674;23.044755;22.976345;22.985087,72.548294;72.597281;72.548162;72.555149,0.22;2.34;0.63;11.33
CMP00709,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.973789;12.969515;12.976533;13.009065;13.001348,77.604498;77.599242;77.574282;77.625794;77.619942,1.41;4.06;1.93;2.09;6.58
CMP00710,Patna,17.39,Mumbai,13.04,Pune,13.04,25.619542;25.607887;25.603867,85.144387;85.146115;85.104438,10.03;4.00;3.36
CMP00713,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,22.984222;23.036801;23.050609;23.036615,72.584256;72.569845;72.563048;72.545908,6.07;5.73;2.64;0.08
CMP00714,Lucknow,19.3,Kolkata,12.28,Jaipur,12.28,26.854614;26.806563;26.888637;26.847095;26.885906,80.950942;80.935225;80.933889;80.944031;80.978459,15.99;0.46;0.04;2.41;0.40
CMP00720,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.056406;19.053095;19.074321;19.093051;19.061499,72.860436;72.856904;72.859806;72.914881;72.883685,1.40;6.34;0.49;1.13;10.64
CMP00721,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.848599;26.858756;26.868429;26.827618,80.964767;80.915258;80.968382;80.947148,5.10;3.07;2.76;2.92
CMP00723,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.570955;28.634159;28.641574,77.216122;77.202259;77.22503,1.96;10.70;3.70
CMP00727,Patna,17.39,Mumbai,13.04,Pune,13.04,25.643913;25.580361;25.584422;25.594735;25.593754,85.118434;85.15909;85.136465;85.089608;85.120357,2.87;4.72;1.35;5.80;2.65
CMP00730,Bengaluru,14.29,Jaipur,14.29,Mumbai,12.5,12.954119;12.985168;12.974993;12.954241;12.946405,77.582291;77.568629;77.598723;77.602849;77.566673,6.49;0.28;3.58;1.31;2.63
CMP00732,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.088047;19.089722;19.072864;19.078147;19.070255,72.891382;72.871326;72.885897;72.822217;72.856415,2.17;5.45;5.77;3.32;3.29
CMP00734,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,23.032942;23.02687;23.012765,72.592575;72.575516;72.611173,6.80;5.90;1.82
CMP00735,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,23.012066;23.046895;22.991357;23.004761;23.017075,72.564023;72.594361;72.572773;72.539937;72.563688,3.78;0.70;4.49;0.79;4.76
CMP00739,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.57946;28.639435;28.57425;28.660674,77.194881;77.261211;77.162002;77.21874,5.96;7.62;2.29;0.49
CMP00740,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,23.030696;22.997153;22.999364;23.000116,72.594507;72.573542;72.577785;72.561197,6.70;1.04;3.84;2.94
CMP00743,Ahmedabad,14.52,Kolkata,12.9,Jaipur,12.9,22.95538;23.021357;23.073216;22.99509;23.053612,72.577889;72.552275;72.595362;72.592356;72.574701,3.89;0.76;1.64;7.47;0.76
CMP00747,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.043019;19.055999;19.106936;19.074929;19.097211,72.872625;72.876112;72.866267;72.879151;72.821528,5.54;5.97;2.14;1.31;5.04
CMP00756,Ahmedabad,16.67,Bengaluru,15.0,Jaipur,13.33,23.052502;22.975586;23.006616;23.006891,72.559102;72.586893;72.541658;72.566787,12.38;0.25;3.76;0.28
CMP00757,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.630188;28.608863;28.62887;28.595546,77.180558;77.208837;77.225709;77.21105,2.20;2.97;6.11;5.08
CMP00759,Bengaluru,14.29,Jaipur,14.29,Mumbai,12.5,12.942993;12.998456;12.953584;12.975372;12.9805,77.596032;77.632755;77.607821;77.591653;77.60005,3.02;1.82;3.17;2.90;3.38
CMP00762,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,13.018216;12.96929;12.946904;12.955842,77.622348;77.564172;77.617931;77.569399,4.09;2.61;3.05;6.32
CMP00763,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.07639;19.053306;19.08877,72.900257;72.915682;72.903465,5.16;4.52;10.32
CMP00764,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.078458;19.04045;19.055565,72.876379;72.905327;72.862461,10.31;2.06;7.63
CMP00765,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.097204;19.089807;19.058581,72.846887;72.893341;72.892251,10.15;2.11;7.74
CMP00766,Patna,17.39,Mumbai,13.04,Pune,13.04,25.582598;25.585784;25.580649,85.13594;85.149889;85.139273,0.92;11.91;4.56
CMP00769,Lucknow,13.85,Patna,13.85,Mumbai,10.77,26.863469;26.834971;26.829018;26.875735,80.938894;80.962316;80.949334;80.925919,2.55;0.91;5.30;5.09
CMP00776,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.588483;28.612917;28.622246,77.202898;77.205638;77.244784,2.79;3.31;10.26
CMP00779,Ahmedabad,16.67,Bengaluru,15.0,Jaipur,13.33,23.055873;23.049285;23.046669;23.063349;23.066719,72.587144;72.621901;72.579664;72.615269;72.559096,1.98;5.60;1.39;0.08;7.62
CMP00784,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.980791;12.987238;12.956791;13.020454;12.945127,77.542099;77.616731;77.597689;77.581956;77.631642,1.14;0.60;2.10;6.10;6.13
CMP00792,Delhi,16.36,Kolkata,16.36,Jaipur,14.55,28.641724;28.581108;28.624003,77.235941;77.230691;77.183451,12.50;0.81;3.05
CMP00795,Bengaluru,14.29,Jaipur,14.29,Mumbai,12.5,12.963222;13.010454;12.981972;12.972688;12.908361,77.603158;77.615949;77.606182;77.608553;77.587185,3.23;0.70;4.32;2.15;3.89
CMP00796,Bengaluru,16.07,Ahmedabad,12.5,Lucknow,12.5,12.975378;12.928123;12.951414,77.613732;77.622423;77.590875,2.00;10.19;3.88
CMP00797,Lucknow,19.3,Kolkata,12.28,Jaipur,12.28,26.818435;26.862438;26.869084,80.961768;80.926092;80.930411,3.46;7.89;7.95
CMP00799,Mumbai,20.0,Hyderabad,20.0,Bengaluru,13.33,19.083216;19.105812;19.071439,72.879569;72.874697;72.865584,14.37;0.07;5.56
