complaint_id,hop_count,total_elapsed_minutes,avg_minutes_between_hops,min_minutes_between_hops,city_changed,fraud_amount,crime_type,minutes_since_last_hop,was_cash_withdrawn,final_hop_lat,final_hop_lon,final_hop_city
CMP00244,6,264.0,52.8,23.0,False,114800,OTP Fraud,19178.22,False,22.999316,72.577359,Ahmedabad
CMP00245,7,294.0,49.0,6.0,False,19800,Digital Arrest Scam,36033.5,False,28.602207,77.217663,Delhi
CMP00246,2,42.0,42.0,42.0,False,41400,Investment Fraud,17017.65,True,19.059844,72.922083,Mumbai
CMP00247,7,292.0,48.67,24.0,True,36700,Digital Arrest Scam,38725.27,False,22.593616,88.347584,Kolkata
CMP00248,5,156.0,39.0,16.0,True,31600,Investment Fraud,34336.53,True,22.545193,88.327899,Kolkata
CMP00249,2,39.0,39.0,39.0,True,246600,Loan App Fraud,6621.55,False,26.901482,75.785647,Jaipur
CMP00250,4,111.0,37.0,5.0,False,77600,Digital Arrest Scam,28318.33,True,17.396499,78.469757,Hyderabad
CMP00251,7,187.0,31.17,5.0,False,18800,Loan App Fraud,40620.32,False,18.547067,73.885932,Pune
CMP00252,2,25.0,25.0,25.0,False,120000,OTP Fraud,38865.2,True,25.613745,85.148236,Patna
CMP00253,4,161.0,53.67,15.0,True,334000,OTP Fraud,29724.52,True,22.567264,88.401168,Kolkata
CMP00254,5,158.0,39.5,2.0,False,132300,Investment Fraud,24640.98,True,26.900749,75.747432,Jaipur
CMP00255,6,145.0,29.0,5.0,True,15100,Loan App Fraud,21432.15,False,17.425384,78.478642,Hyderabad
CMP00256,4,130.0,43.33,14.0,True,36400,Digital Arrest Scam,8512.1,True,18.480377,73.835988,Pune
CMP00257,5,33.0,8.25,3.0,True,161500,OTP Fraud,8485.12,False,12.969019,77.55352,Bengaluru
CMP00258,2,25.0,25.0,25.0,False,30100,Digital Arrest Scam,13519.33,True,12.999703,77.618288,Bengaluru
CMP00259,2,81.0,81.0,81.0,True,80200,OTP Fraud,19420.37,True,19.077751,72.906747,Mumbai
CMP00260,3,68.0,34.0,17.0,False,106200,Loan App Fraud,41793.33,True,22.579829,88.425283,Kolkata
CMP00261,7,320.0,53.33,9.0,False,25000,Loan App Fraud,13391.45,False,19.08989,72.87994,Mumbai
CMP00262,6,296.0,59.2,24.0,False,52300,Digital Arrest Scam,25112.05,True,17.415526,78.501252,Hyderabad
CMP00263,6,214.0,42.8,19.0,False,15000,OTP Fraud,980.68,True,18.496306,73.832771,Pune
CMP00264,6,308.0,61.6,11.0,True,23000,UPI Fraud,19048.4,True,17.39778,78.521041,Hyderabad
CMP00265,2,60.0,60.0,60.0,True,44400,Loan App Fraud,38809.23,True,12.947426,77.593407,Bengaluru
CMP00266,7,208.0,34.67,11.0,False,19000,UPI Fraud,34274.55,True,12.967273,77.594989,Bengaluru
CMP00267,5,239.0,59.75,18.0,False,220300,Loan App Fraud,40074.63,True,28.611518,77.215976,Delhi
CMP00268,7,258.0,43.0,7.0,True,16300,Investment Fraud,33362.18,False,17.342676,78.484242,Hyderabad
CMP00269,7,153.0,25.5,2.0,True,37800,UPI Fraud,12936.6,False,28.597863,77.219798,Delhi
CMP00270,3,152.0,76.0,71.0,False,61500,UPI Fraud,33397.33,False,18.524897,73.8915,Pune
CMP00271,2,52.0,52.0,52.0,False,187200,Investment Fraud,28146.12,True,19.100901,72.85878,Mumbai
CMP00272,3,91.0,45.5,23.0,True,16200,UPI Fraud,40375.35,False,26.851477,80.947361,Lucknow
CMP00273,2,71.0,71.0,71.0,False,147800,OTP Fraud,10488.32,True,12.956159,77.586698,Bengaluru
CMP00274,4,108.0,36.0,6.0,True,55500,Digital Arrest Scam,6050.22,False,28.64939,77.193989,Delhi
CMP00275,5,172.0,43.0,25.0,True,23900,Investment Fraud,39043.77,False,18.536468,73.889929,Pune
CMP00276,6,178.0,35.6,4.0,False,81500,OTP Fraud,41658.93,False,23.006565,72.601125,Ahmedabad
CMP00277,3,164.0,82.0,78.0,True,65100,Investment Fraud,36580.12,True,12.990892,77.523386,Bengaluru
CMP00278,6,233.0,46.6,2.0,True,33000,Loan App Fraud,30897.08,True,22.994916,72.517578,Ahmedabad
CMP00279,5,139.0,34.75,11.0,False,58400,Loan App Fraud,29980.02,True,22.999017,72.567798,Ahmedabad
CMP00280,5,152.0,38.0,13.0,True,39600,OTP Fraud,4261.05,True,17.357819,78.459554,Hyderabad
CMP00281,6,155.0,31.0,16.0,False,60600,Digital Arrest Scam,14531.07,True,19.083701,72.867909,Mumbai
CMP00282,6,163.0,32.6,23.0,False,96600,Digital Arrest Scam,5725.05,True,18.490121,73.874969,Pune
CMP00283,4,175.0,58.33,52.0,False,211800,OTP Fraud,12147.08,True,17.365771,78.463202,Hyderabad
CMP00284,7,176.0,29.33,19.0,False,19200,UPI Fraud,10973.07,True,19.096627,72.856022,Mumbai
CMP00285,3,94.0,47.0,32.0,True,337100,OTP Fraud,31550.13,True,25.608058,85.1395,Patna
CMP00286,6,200.0,40.0,3.0,False,15000,UPI Fraud,20304.15,False,25.597259,85.186073,Patna
CMP00287,3,52.0,26.0,19.0,False,48300,Loan App Fraud,20228.63,True,17.381684,78.462337,Hyderabad
CMP00288,7,260.0,43.33,3.0,True,90700,Digital Arrest Scam,4923.47,True,17.35369,78.495791,Hyderabad
CMP00289,2,44.0,44.0,44.0,False,69800,Digital Arrest Scam,41400.92,True,18.515976,73.836743,Pune
CMP00290,5,191.0,47.75,22.0,False,32400,OTP Fraud,8013.08,False,26.878741,80.960142,Lucknow
CMP00291,4,121.0,40.33,9.0,True,46100,Loan App Fraud,10431.75,True,23.037894,72.601497,Ahmedabad
CMP00292,3,160.0,80.0,76.0,False,36200,UPI Fraud,4997.55,True,12.935321,77.594298,Bengaluru
CMP00293,5,154.0,38.5,5.0,False,33300,OTP Fraud,21501.27,True,12.965627,77.585429,Bengaluru
CMP00294,5,193.0,48.25,14.0,True,113200,Investment Fraud,20160.98,True,12.981845,77.588569,Bengaluru
CMP00295,3,23.0,11.5,3.0,True,74500,Loan App Fraud,32920.0,True,17.353903,78.469377,Hyderabad
CMP00296,7,284.0,47.33,10.0,False,30500,OTP Fraud,18947.03,True,26.887699,80.964753,Lucknow
CMP00297,6,156.0,31.2,14.0,True,118200,Investment Fraud,34550.43,True,28.628835,77.226529,Delhi
CMP00298,3,40.0,20.0,20.0,True,71400,UPI Fraud,41931.43,True,26.911163,75.80417,Jaipur
CMP00299,2,31.0,31.0,31.0,False,109800,OTP Fraud,22655.55,False,26.822822,80.95679,Lucknow
CMP00300,7,228.0,38.0,4.0,False,93900,UPI Fraud,1733.73,True,18.537737,73.8469,Pune
CMP00301,5,184.0,46.0,16.0,False,27200,OTP Fraud,40223.97,True,17.401137,78.540781,Hyderabad
CMP00302,5,111.0,27.75,4.0,True,34200,OTP Fraud,18926.83,True,12.97269,77.636976,Bengaluru
CMP00303,5,149.0,37.25,16.0,False,103800,Investment Fraud,12282.37,False,28.56656,77.214332,Delhi
CMP00304,2,14.0,14.0,14.0,False,92400,Loan App Fraud,31117.72,True,22.572448,88.384862,Kolkata
CMP00305,7,235.0,39.17,13.0,True,54000,Investment Fraud,40879.15,True,25.581864,85.163704,Patna
CMP00306,6,297.0,59.4,32.0,True,60800,Investment Fraud,6282.95,True,28.604941,77.192811,Delhi
CMP00307,2,11.0,11.0,11.0,False,162900,Loan App Fraud,28664.25,True,26.895673,75.813298,Jaipur
CMP00308,7,316.0,52.67,40.0,True,33300,Digital Arrest Scam,7127.7,False,22.56809,88.398221,Kolkata
CMP00309,7,183.0,30.5,2.0,True,87600,Investment Fraud,28757.72,True,12.970917,77.571268,Bengaluru
CMP00310,3,124.0,62.0,57.0,True,46300,OTP Fraud,28018.28,True,22.986955,72.608933,Ahmedabad
CMP00311,2,41.0,41.0,41.0,False,45700,UPI Fraud,31949.28,True,28.614752,77.189751,Delhi
CMP00312,2,39.0,39.0,39.0,True,140000,Loan App Fraud,17816.6,False,19.022205,72.859721,Mumbai
CMP00313,3,111.0,55.5,52.0,True,110900,OTP Fraud,28349.53,True,26.962735,75.790713,Jaipur
CMP00314,4,117.0,39.0,12.0,True,109800,Investment Fraud,37978.68,True,22.624482,88.34667,Kolkata
CMP00315,3,89.0,44.5,20.0,True,166800,Digital Arrest Scam,3841.78,True,26.90079,75.798852,Jaipur
CMP00316,2,49.0,49.0,49.0,True,56000,OTP Fraud,25434.85,False,17.367079,78.440037,Hyderabad
CMP00317,3,108.0,54.0,53.0,True,98200,UPI Fraud,30925.55,True,26.869677,80.938943,Lucknow
CMP00318,4,173.0,57.67,7.0,True,42300,OTP Fraud,18646.23,True,26.828138,80.913199,Lucknow
CMP00319,5,235.0,58.75,49.0,False,72400,Investment Fraud,20086.33,True,12.917283,77.615786,Bengaluru
CMP00320,2,36.0,36.0,36.0,True,49200,UPI Fraud,8587.93,True,28.618019,77.210272,Delhi
CMP00321,2,29.0,29.0,29.0,True,59700,Digital Arrest Scam,16834.75,False,12.978817,77.601108,Bengaluru
CMP00322,6,285.0,57.0,3.0,False,91200,UPI Fraud,38403.08,False,18.52561,73.805657,Pune
CMP00323,4,121.0,40.33,20.0,True,27400,UPI Fraud,28578.25,True,19.092948,72.865502,Mumbai
CMP00324,2,4.0,4.0,4.0,True,325700,Investment Fraud,8075.15,True,23.062014,72.546023,Ahmedabad
CMP00325,3,97.0,48.5,20.0,True,23400,Investment Fraud,10856.0,False,25.615372,85.134166,Patna
CMP00326,3,69.0,34.5,20.0,False,19600,Loan App Fraud,35707.37,False,18.538716,73.854682,Pune
CMP00327,5,168.0,42.0,17.0,False,147200,Investment Fraud,33764.8,True,26.861569,80.967535,Lucknow
CMP00328,6,205.0,41.0,4.0,True,107800,OTP Fraud,31863.33,True,26.897858,75.761931,Jaipur
CMP00329,3,108.0,54.0,29.0,False,93500,Digital Arrest Scam,26877.25,True,12.988172,77.623937,Bengaluru
CMP00330,7,349.0,58.17,19.0,True,93800,Digital Arrest Scam,35360.25,True,28.636808,77.217662,Delhi
CMP00331,7,219.0,36.5,11.0,True,54400,Investment Fraud,19309.73,True,26.93678,75.799827,Jaipur
CMP00332,4,130.0,43.33,19.0,True,25700,Loan App Fraud,35532.08,True,19.10095,72.805294,Mumbai
CMP00333,6,190.0,38.0,6.0,True,58700,Loan App Fraud,19763.52,True,19.085182,72.923655,Mumbai
CMP00334,4,206.0,68.67,47.0,False,30900,Investment Fraud,40523.22,True,23.052663,72.550977,Ahmedabad
CMP00335,3,97.0,48.5,9.0,False,126000,OTP Fraud,31309.57,True,13.001927,77.598143,Bengaluru
CMP00336,3,52.0,26.0,4.0,True,48500,Loan App Fraud,24280.55,False,19.070338,72.886884,Mumbai
CMP00337,3,101.0,50.5,50.0,True,27300,Investment Fraud,38026.15,True,19.093456,72.887537,Mumbai
CMP00338,3,118.0,59.0,55.0,True,41900,Digital Arrest Scam,22531.52,True,18.571963,73.830012,Pune
CMP00339,5,216.0,54.0,8.0,True,78100,Investment Fraud,39915.2,False,26.915724,75.769797,Jaipur
CMP00340,6,250.0,50.0,27.0,False,34100,UPI Fraud,28655.9,False,17.350702,78.446361,Hyderabad
CMP00341,2,68.0,68.0,68.0,True,27300,Investment Fraud,33138.08,False,18.523531,73.845965,Pune
CMP00342,6,249.0,49.8,3.0,False,67700,Investment Fraud,10582.57,False,26.870835,80.977103,Lucknow
CMP00343,3,96.0,48.0,40.0,True,67700,OTP Fraud,8865.9,False,17.320942,78.481924,Hyderabad
CMP00344,2,57.0,57.0,57.0,True,35700,UPI Fraud,23319.75,True,25.602177,85.131291,Patna
CMP00345,2,21.0,21.0,21.0,False,36900,OTP Fraud,7113.0,True,25.578063,85.149797,Patna
CMP00346,4,197.0,65.67,61.0,True,67000,Digital Arrest Scam,1024.52,True,28.604906,77.175849,Delhi
CMP00347,7,329.0,54.83,31.0,True,16100,UPI Fraud,10627.27,True,12.959694,77.61646,Bengaluru
CMP00348,7,189.0,31.5,6.0,False,16600,Loan App Fraud,18542.08,True,25.590097,85.154384,Patna
CMP00349,3,18.0,9.0,7.0,False,29900,UPI Fraud,27922.73,True,23.035957,72.598213,Ahmedabad
CMP00350,6,275.0,55.0,16.0,True,45900,Investment Fraud,37207.55,True,28.60182,77.24835,Delhi
CMP00351,4,200.0,66.67,39.0,False,71600,OTP Fraud,34068.65,True,26.95345,75.812545,Jaipur
CMP00352,5,207.0,51.75,28.0,True,192700,UPI Fraud,43088.18,True,25.596503,85.126043,Patna
CMP00353,2,20.0,20.0,20.0,False,114000,Digital Arrest Scam,20267.88,True,17.3933,78.491462,Hyderabad
CMP00354,5,223.0,55.75,24.0,True,48000,UPI Fraud,30302.45,False,25.628855,85.151545,Patna
CMP00355,4,185.0,61.67,20.0,True,54100,Digital Arrest Scam,30962.02,True,22.526695,88.3766,Kolkata
CMP00356,4,42.0,14.0,9.0,True,23500,UPI Fraud,2182.2,True,22.518766,88.391329,Kolkata
CMP00357,2,68.0,68.0,68.0,True,54100,Loan App Fraud,4015.67,True,19.105853,72.853171,Mumbai
CMP00358,5,206.0,51.5,15.0,True,43000,Investment Fraud,26149.93,False,28.655648,77.218867,Delhi
CMP00359,2,2.0,2.0,2.0,False,72400,OTP Fraud,17211.28,True,12.975596,77.568908,Bengaluru
CMP00360,5,219.0,54.75,39.0,True,27200,Digital Arrest Scam,39519.88,False,22.996969,72.589109,Ahmedabad
CMP00361,5,192.0,48.0,27.0,False,85500,UPI Fraud,12179.88,True,12.988081,77.618039,Bengaluru
CMP00362,7,361.0,60.17,33.0,False,202400,OTP Fraud,26588.43,True,23.027026,72.538979,Ahmedabad
CMP00363,6,183.0,36.6,29.0,False,50100,OTP Fraud,34786.1,True,17.383397,78.494919,Hyderabad
CMP00364,3,34.0,17.0,16.0,True,77400,Investment Fraud,16399.78,True,28.646658,77.243892,Delhi
CMP00365,7,287.0,47.83,15.0,False,98900,Loan App Fraud,32018.95,True,18.518193,73.921193,Pune
CMP00366,6,238.0,47.6,28.0,False,39100,Loan App Fraud,32444.2,True,28.593016,77.262629,Delhi
CMP00367,2,87.0,87.0,87.0,True,66500,UPI Fraud,11147.93,True,28.613905,77.208767,Delhi
CMP00368,7,258.0,43.0,8.0,False,55600,OTP Fraud,24043.43,True,25.591596,85.132508,Patna
CMP00369,2,18.0,18.0,18.0,True,59800,Loan App Fraud,29815.98,True,19.079717,72.869273,Mumbai
CMP00370,5,221.0,55.25,10.0,False,28500,Digital Arrest Scam,21053.48,True,25.571507,85.145709,Patna
CMP00371,4,95.0,31.67,10.0,True,56200,UPI Fraud,33856.33,True,23.057107,72.585498,Ahmedabad
CMP00372,3,72.0,36.0,14.0,False,84000,OTP Fraud,26799.93,True,17.415957,78.487232,Hyderabad
CMP00373,5,139.0,34.75,14.0,True,188800,Loan App Fraud,40234.9,False,26.839006,80.951679,Lucknow
CMP00374,3,98.0,49.0,43.0,False,124300,Investment Fraud,1603.33,False,18.475994,73.866916,Pune
CMP00375,6,251.0,50.2,32.0,True,342900,OTP Fraud,474.73,True,26.855295,80.944984,Lucknow
CMP00376,5,266.0,66.5,43.0,True,28600,Investment Fraud,42302.53,True,26.951889,75.774228,Jaipur
CMP00377,7,192.0,32.0,4.0,True,115400,OTP Fraud,16027.08,True,17.342914,78.466553,Hyderabad
CMP00378,7,207.0,34.5,15.0,True,64300,Digital Arrest Scam,15235.17,False,22.533328,88.335731,Kolkata
CMP00379,7,248.0,41.33,12.0,True,353800,Digital Arrest Scam,17409.72,True,26.909119,75.789221,Jaipur
CMP00380,2,81.0,81.0,81.0,True,27700,Loan App Fraud,2876.48,False,12.97146,77.611319,Bengaluru
CMP00381,2,65.0,65.0,65.0,True,26900,OTP Fraud,2428.98,True,26.874453,75.778374,Jaipur
CMP00382,3,90.0,45.0,24.0,True,33000,UPI Fraud,9232.0,True,22.564385,88.37898,Kolkata
CMP00383,6,254.0,50.8,7.0,False,15000,Investment Fraud,22767.97,True,18.509217,73.888725,Pune
CMP00384,7,167.0,27.83,2.0,True,35200,Digital Arrest Scam,14005.22,True,28.591257,77.192656,Delhi
CMP00385,3,121.0,60.5,41.0,True,28800,OTP Fraud,25618.93,True,26.898238,80.976409,Lucknow
CMP00386,4,144.0,48.0,4.0,True,62500,Digital Arrest Scam,19102.68,True,25.634407,85.170473,Patna
CMP00387,7,242.0,40.33,9.0,True,73500,Loan App Fraud,33606.25,True,28.632873,77.21603,Delhi
CMP00388,5,179.0,44.75,18.0,True,271000,Investment Fraud,8020.58,False,23.01312,72.563457,Ahmedabad
CMP00389,4,175.0,58.33,40.0,False,123400,Digital Arrest Scam,9795.27,False,19.064669,72.914012,Mumbai
CMP00390,4,142.0,47.33,25.0,True,33700,Loan App Fraud,38988.62,True,17.36809,78.531724,Hyderabad
CMP00391,5,146.0,36.5,18.0,False,25600,UPI Fraud,27631.4,True,19.127405,72.85012,Mumbai
CMP00392,3,72.0,36.0,4.0,False,83600,UPI Fraud,37574.77,True,18.513966,73.814985,Pune
CMP00393,5,164.0,41.0,13.0,True,17900,Loan App Fraud,25814.65,True,17.371204,78.550655,Hyderabad
CMP00394,3,69.0,34.5,5.0,True,260900,Loan App Fraud,26699.25,True,28.621621,77.251555,Delhi
CMP00395,3,80.0,40.0,28.0,False,149900,Investment Fraud,16475.98,False,19.068299,72.897192,Mumbai
CMP00396,7,303.0,50.5,22.0,True,36900,Loan App Fraud,39093.87,True,22.534462,88.346602,Kolkata
CMP00397,5,155.0,38.75,15.0,False,15000,UPI Fraud,15514.33,False,23.036523,72.564013,Ahmedabad
CMP00398,2,31.0,31.0,31.0,True,173800,Investment Fraud,21273.27,True,19.086093,72.877095,Mumbai
CMP00399,2,42.0,42.0,42.0,False,49900,UPI Fraud,9898.77,True,19.084169,72.885212,Mumbai
CMP00400,4,184.0,61.33,10.0,True,157500,Investment Fraud,21240.27,True,26.942829,75.825333,Jaipur
CMP00401,4,90.0,30.0,20.0,False,15000,Digital Arrest Scam,6908.85,True,19.113103,72.88659,Mumbai
CMP00402,3,119.0,59.5,41.0,False,33000,Investment Fraud,9501.25,True,22.58201,88.341349,Kolkata
CMP00403,4,226.0,75.33,74.0,True,55200,OTP Fraud,25848.23,False,18.517376,73.867188,Pune
CMP00404,7,300.0,50.0,24.0,False,57200,Digital Arrest Scam,40935.7,False,26.846289,80.97591,Lucknow
CMP00405,3,112.0,56.0,52.0,False,37500,Investment Fraud,7010.75,True,26.864694,80.913868,Lucknow
CMP00406,7,361.0,60.17,13.0,False,93400,Loan App Fraud,28365.02,False,23.00736,72.61705,Ahmedabad
CMP00407,2,41.0,41.0,41.0,True,22200,Digital Arrest Scam,26048.57,True,26.86476,80.936879,Lucknow
CMP00408,4,92.0,30.67,6.0,False,48700,Digital Arrest Scam,31207.13,False,25.597439,85.133788,Patna
CMP00409,4,79.0,26.33,7.0,True,60900,Loan App Fraud,7023.03,True,23.067609,72.566627,Ahmedabad
CMP00410,4,126.0,42.0,15.0,False,85200,UPI Fraud,25096.77,False,22.619715,88.402481,Kolkata
CMP00411,3,41.0,20.5,16.0,True,100700,Digital Arrest Scam,19451.15,True,19.08074,72.902726,Mumbai
CMP00412,4,178.0,59.33,48.0,False,21100,UPI Fraud,31790.68,False,19.081845,72.838803,Mumbai
CMP00413,3,93.0,46.5,8.0,False,15000,UPI Fraud,41833.17,True,17.389161,78.499011,Hyderabad
CMP00414,3,96.0,48.0,21.0,True,162900,Digital Arrest Scam,23391.62,True,22.588079,88.415337,Kolkata
CMP00415,7,197.0,32.83,12.0,True,73000,Digital Arrest Scam,39405.5,True,22.578695,88.349798,Kolkata
CMP00416,3,63.0,31.5,25.0,False,29100,Digital Arrest Scam,38863.57,True,19.064692,72.817103,Mumbai
CMP00417,5,156.0,39.0,14.0,False,205600,Digital Arrest Scam,15117.73,True,22.977474,72.557833,Ahmedabad
CMP00418,3,41.0,20.5,11.0,True,60700,OTP Fraud,10441.43,True,12.971613,77.60963,Bengaluru
CMP00419,5,103.0,25.75,12.0,True,149900,Digital Arrest Scam,19423.55,True,18.544158,73.899465,Pune
CMP00420,2,80.0,80.0,80.0,True,58200,Loan App Fraud,37887.43,True,25.586091,85.148204,Patna
CMP00421,2,61.0,61.0,61.0,False,317000,UPI Fraud,7774.05,True,12.963604,77.598394,Bengaluru
CMP00422,6,249.0,49.8,16.0,True,244500,Loan App Fraud,999.45,False,28.603563,77.215507,Delhi
CMP00423,4,84.0,28.0,22.0,True,44500,Loan App Fraud,41290.45,True,26.845872,80.991064,Lucknow
CMP00424,3,112.0,56.0,32.0,False,125600,Loan App Fraud,12242.33,True,28.573711,77.189932,Delhi
CMP00425,4,202.0,67.33,64.0,True,95200,Investment Fraud,8797.7,True,12.965885,77.569741,Bengaluru
CMP00426,5,179.0,44.75,17.0,False,176000,UPI Fraud,7953.3,False,22.585056,88.392404,Kolkata
CMP00427,6,199.0,39.8,15.0,True,24200,Loan App Fraud,31287.35,False,22.599883,88.379128,Kolkata
CMP00428,2,61.0,61.0,61.0,False,98500,UPI Fraud,41586.9,False,22.577673,88.326006,Kolkata
CMP00429,2,84.0,84.0,84.0,True,135200,Digital Arrest Scam,35325.52,True,26.917427,75.813566,Jaipur
CMP00430,7,331.0,55.17,21.0,True,15000,OTP Fraud,2892.08,False,18.526152,73.869144,Pune
CMP00431,4,152.0,50.67,23.0,True,20100,UPI Fraud,32034.13,True,19.055908,72.918678,Mumbai
CMP00432,7,272.0,45.33,20.0,True,15000,Investment Fraud,33413.9,True,25.575251,85.130583,Patna
CMP00433,3,142.0,71.0,57.0,True,43700,Investment Fraud,7550.72,False,17.43559,78.48687,Hyderabad
CMP00434,3,60.0,30.0,23.0,False,101200,UPI Fraud,5265.02,True,25.57163,85.104342,Patna
CMP00435,6,170.0,34.0,12.0,True,197200,Digital Arrest Scam,42499.72,True,22.630072,88.354829,Kolkata
CMP00436,2,70.0,70.0,70.0,False,58600,Loan App Fraud,8946.07,True,19.136315,72.897315,Mumbai
CMP00437,5,117.0,29.25,11.0,False,219600,OTP Fraud,40964.6,False,23.085673,72.558128,Ahmedabad
CMP00438,7,269.0,44.83,6.0,False,17000,OTP Fraud,26519.78,True,26.918419,75.852342,Jaipur
CMP00439,3,36.0,18.0,2.0,False,15000,Investment Fraud,20746.48,False,22.594382,88.330251,Kolkata
CMP00440,5,231.0,57.75,3.0,False,52500,Investment Fraud,42300.05,True,22.562095,88.356855,Kolkata
CMP00441,4,74.0,24.67,4.0,False,76200,OTP Fraud,8086.77,True,19.048214,72.883863,Mumbai
CMP00442,7,290.0,48.33,15.0,False,53500,Investment Fraud,29942.72,False,17.369762,78.482026,Hyderabad
CMP00443,3,72.0,36.0,12.0,True,15000,Loan App Fraud,29005.3,True,19.07899,72.853373,Mumbai
CMP00444,4,133.0,44.33,19.0,False,51000,Investment Fraud,27880.9,True,25.605497,85.191725,Patna
CMP00445,2,29.0,29.0,29.0,False,18100,Investment Fraud,21993.35,False,19.084462,72.870315,Mumbai
CMP00446,3,78.0,39.0,27.0,False,97200,Loan App Fraud,17957.73,True,26.905687,75.76502,Jaipur
CMP00447,2,88.0,88.0,88.0,False,75100,UPI Fraud,33195.37,False,12.931775,77.605612,Bengaluru
CMP00448,2,56.0,56.0,56.0,False,24700,UPI Fraud,6070.05,True,19.059766,72.910733,Mumbai
CMP00449,2,66.0,66.0,66.0,True,35500,Loan App Fraud,6866.98,False,25.586274,85.137582,Patna
CMP00450,6,252.0,50.4,3.0,True,22400,UPI Fraud,38803.78,True,26.911396,75.751531,Jaipur
CMP00451,5,216.0,54.0,35.0,True,52100,OTP Fraud,39195.38,True,25.640266,85.110848,Patna
CMP00452,3,91.0,45.5,16.0,False,123900,Investment Fraud,8606.23,True,26.914946,75.826026,Jaipur
CMP00453,4,99.0,33.0,7.0,False,23800,UPI Fraud,29673.07,True,26.916414,75.787376,Jaipur
CMP00454,3,110.0,55.0,36.0,True,84400,Loan App Fraud,42042.35,False,26.885463,80.921241,Lucknow
CMP00455,4,110.0,36.67,4.0,True,35000,OTP Fraud,7315.85,True,18.465103,73.895036,Pune
CMP00456,5,119.0,29.75,8.0,True,28000,Digital Arrest Scam,14953.17,True,26.881661,75.799717,Jaipur
CMP00457,6,284.0,56.8,6.0,False,50200,UPI Fraud,15542.5,True,25.607757,85.137761,Patna
CMP00458,7,247.0,41.17,23.0,False,22800,Loan App Fraud,38779.42,True,26.915603,75.770274,Jaipur
CMP00459,7,348.0,58.0,27.0,True,34400,OTP Fraud,19299.97,True,26.866699,80.905792,Lucknow
CMP00460,3,75.0,37.5,19.0,False,19900,OTP Fraud,30102.77,True,17.386612,78.437313,Hyderabad
CMP00461,6,219.0,43.8,15.0,True,292200,OTP Fraud,42809.52,True,17.410796,78.449561,Hyderabad
CMP00462,6,254.0,50.8,11.0,True,56700,Loan App Fraud,42457.47,True,12.958668,77.629834,Bengaluru
CMP00463,6,257.0,51.4,24.0,True,30300,Loan App Fraud,12538.63,False,26.842623,80.927577,Lucknow
CMP00464,3,28.0,14.0,7.0,False,66000,Loan App Fraud,23861.1,True,18.527739,73.822785,Pune
CMP00465,7,322.0,53.67,19.0,True,50000,Digital Arrest Scam,12572.82,True,12.980386,77.621354,Bengaluru
CMP00466,6,213.0,42.6,16.0,False,45600,UPI Fraud,27963.5,True,23.052143,72.589374,Ahmedabad
CMP00467,3,65.0,32.5,30.0,True,92700,UPI Fraud,2245.73,True,26.864171,80.956724,Lucknow
CMP00468,4,144.0,48.0,16.0,False,104700,Investment Fraud,15069.52,True,22.568396,88.352098,Kolkata
CMP00469,3,71.0,35.5,21.0,True,35000,Loan App Fraud,31788.78,False,28.622172,77.229838,Delhi
CMP00470,6,224.0,44.8,6.0,False,33700,Loan App Fraud,25791.23,False,12.977217,77.617915,Bengaluru
CMP00471,2,71.0,71.0,71.0,True,43500,OTP Fraud,39737.3,False,28.5777,77.15403,Delhi
CMP00472,5,201.0,50.25,12.0,False,15000,Digital Arrest Scam,3678.27,False,19.061062,72.913259,Mumbai
CMP00473,5,159.0,39.75,6.0,True,15200,UPI Fraud,43204.67,True,18.543857,73.843799,Pune
CMP00474,7,318.0,53.0,7.0,False,175800,Investment Fraud,18844.02,True,19.077886,72.837651,Mumbai
CMP00475,5,123.0,30.75,4.0,False,222600,OTP Fraud,34032.85,True,26.829496,81.002511,Lucknow
CMP00476,6,167.0,33.4,5.0,True,44500,Loan App Fraud,28950.18,True,26.912017,75.801782,Jaipur
CMP00477,3,81.0,40.5,6.0,False,89800,UPI Fraud,35911.25,True,17.376959,78.538619,Hyderabad
CMP00478,2,18.0,18.0,18.0,False,71700,UPI Fraud,30179.78,True,26.913816,75.800542,Jaipur
CMP00479,3,98.0,49.0,15.0,False,500000,Investment Fraud,41563.73,True,18.559088,73.901597,Pune
CMP00480,7,279.0,46.5,6.0,False,142400,UPI Fraud,21411.72,False,22.605025,88.363328,Kolkata
CMP00481,2,3.0,3.0,3.0,True,49300,OTP Fraud,27770.55,True,18.49428,73.807541,Pune
CMP00482,3,61.0,30.5,5.0,True,24400,Digital Arrest Scam,665.0,False,18.51464,73.833594,Pune
CMP00483,7,137.0,22.83,3.0,True,15000,Digital Arrest Scam,14777.97,True,26.853043,80.957892,Lucknow
CMP00484,4,112.0,37.33,20.0,True,65400,Loan App Fraud,20337.47,True,22.581366,88.37613,Kolkata
CMP00485,6,143.0,28.6,6.0,True,28900,Investment Fraud,538.0,True,22.57342,88.344938,Kolkata
CMP00486,5,278.0,69.5,48.0,True,16400,Digital Arrest Scam,12149.6,False,18.50059,73.849001,Pune
CMP00487,5,232.0,58.0,31.0,True,31700,Digital Arrest Scam,37209.85,True,12.977211,77.620777,Bengaluru
CMP00488,3,125.0,62.5,37.0,True,21900,Loan App Fraud,39146.25,True,26.920968,75.798719,Jaipur
